OrderDetail_ID;Order_ID;Product_ID;Quantity_Ordered;Unit_Price
24683;16385;313;1;56.52
24684;16386;306;1;77.18
24685;16387;89;1;12.75
24686;16388;232;1;78.39
24687;16389;189;1;77.89
24688;16390;44;1;12.94
24689;16390;95;1;97.5
24690;16390;123;1;49.22
24691;16391;400;1;107.97
24692;16392;297;1;149.88
24693;16393;35;1;32.77
24694;16394;147;1;63.46
24695;16395;91;1;38.79
24696;16396;44;1;12.94
24697;16396;67;1;30.93
24698;16397;239;1;79.31
24699;16397;363;1;16.98
24700;16398;276;1;93.18
24701;16399;31;1;78.21
24702;16400;12;1;11.5
24703;16400;211;1;14.93
24704;16400;37;1;12.72
24705;16401;48;1;6.53
24706;16402;273;1;158.21
24707;16402;372;1;36.04
24708;16403;88;1;133.01
24709;16404;279;1;214.12
24710;16405;335;1;25.2
24711;16405;182;1;43.7
24712;16405;397;1;7.49
24713;16406;308;1;212.73
24714;16407;35;1;32.77
24715;16408;134;1;35.88
24716;16409;89;1;12.75
24717;16410;334;1;88.91
24718;16410;365;1;192.26
24719;16410;24;1;59.18
24720;16411;25;1;226.23
24721;16412;89;1;12.75
24722;16413;93;1;33.1
24723;16413;144;1;84.26
24724;16413;83;1;20.79
24725;16414;393;1;34.73
24726;16415;114;1;9.35
24727;16415;80;1;34.87
24728;16415;268;1;8.62
24729;16416;222;1;55.72
24730;16417;311;1;28.11
24731;16418;243;1;22.38
24732;16419;20;1;91.71
24733;16420;316;1;163.65
24734;16421;297;1;149.88
24735;16422;96;1;33.17
24736;16422;63;1;96.02
24737;16423;314;1;81.11
24738;16424;327;1;114.44
24739;16425;168;1;35.79
24740;16426;125;1;85.31
24741;16426;169;1;12.16
24742;16426;1;1;21.53
24743;16426;206;1;73.1
24744;16427;227;1;25.24
24745;16427;105;1;236.9
24746;16427;61;1;52.82
24747;16428;95;1;97.5
24748;16429;160;1;19.72
24749;16429;198;1;35.98
24750;16430;293;1;49.67
24751;16431;358;1;6.07
24752;16432;94;1;23.08
24753;16433;100;1;226.84
24754;16434;95;1;97.5
24755;16435;377;1;20.79
24756;16436;367;1;25.64
24757;16436;6;1;16.82
24758;16437;139;1;70.61
24759;16437;132;1;16.87
24760;16437;320;1;31.21
24761;16438;392;1;187.19
24762;16439;307;1;99.38
24763;16440;206;1;73.1
24764;16441;312;1;91.25
24765;16442;198;1;35.98
24766;16443;36;1;21.31
24767;16444;25;1;226.23
24768;16445;324;1;33.04
24769;16446;356;1;91.26
24770;16446;304;1;32.05
24771;16447;309;1;70.32
24772;16448;43;1;187.09
24773;16449;65;1;62.07
24774;16450;97;1;63.15
24775;16451;296;1;129.41
24776;16452;146;1;94.63
24777;16452;309;1;70.32
24778;16452;219;1;36.62
24779;16453;211;1;14.93
24780;16454;87;1;56.97
24781;16455;15;1;76.66
24782;16456;277;1;24.34
24783;16456;251;1;241.03
24784;16457;313;1;56.52
24785;16458;4;1;33.63
24786;16458;199;1;14.58
24787;16459;363;1;16.98
24788;16460;250;1;220.96
24789;16460;24;1;59.18
24790;16460;182;1;43.7
24791;16460;206;1;73.1
24792;16460;65;1;62.07
24793;16461;34;1;214.26
24794;16462;113;1;76.9
24795;16463;179;1;86.06
24796;16464;8;1;19.29
24797;16465;62;1;41.38
24798;16466;96;1;33.17
24799;16467;330;1;151.53
24800;16468;17;1;24.97
24801;16469;167;1;85.06
24802;16470;172;1;21.42
24803;16471;205;1;171.28
24804;16472;227;1;25.24
24805;16472;286;1;6.33
24806;16473;261;1;16.41
24807;16474;120;1;83.57
24808;16475;83;1;20.79
24809;16476;393;1;34.73
24810;16476;3;1;81.37
24811;16477;8;1;19.29
24812;16477;354;1;29.98
24813;16477;133;1;64.22
24814;16477;239;1;79.31
24815;16478;193;1;11.45
24816;16478;287;1;101.21
24817;16479;186;1;19.7
24818;16479;115;1;16.23
24819;16480;1;1;21.53
24820;16481;2;1;143.74
24821;16482;331;1;43.03
24822;16482;43;1;187.09
24823;16482;48;1;6.53
24824;16483;222;1;55.72
24825;16484;121;1;7.31
24826;16484;306;1;77.18
24827;16485;336;1;27.85
24828;16486;243;1;22.38
24829;16487;114;1;9.35
24830;16488;162;1;13.95
24831;16489;68;1;96.08
24832;16490;286;1;6.33
24833;16491;123;1;49.22
24834;16491;83;1;20.79
24835;16491;234;1;41.12
24836;16491;398;1;57.79
24837;16491;398;1;57.79
24838;16491;74;1;16.49
24839;16492;320;1;31.21
24840;16493;400;1;107.97
24841;16494;217;1;186.65
24842;16494;67;1;30.93
24843;16495;381;1;37.52
24844;16495;49;1;60.3
24845;16496;153;1;25.36
24846;16497;227;1;25.24
24847;16498;264;1;34.53
24848;16498;117;1;41.59
24849;16498;253;1;105.26
24850;16499;202;1;53.8
24851;16499;24;1;59.18
24852;16500;145;1;235.55
24853;16501;328;1;21.44
24854;16502;210;1;30.58
24855;16503;358;1;6.07
24856;16504;86;1;56.44
24857;16504;343;1;17.97
24858;16504;168;1;35.79
24859;16504;76;1;29.14
24860;16505;183;1;13.35
24861;16506;238;1;35.35
24862;16507;70;1;50.37
24863;16508;366;1;34.74
24864;16509;82;1;47
24865;16510;94;1;23.08
24866;16510;83;1;20.79
24867;16510;111;1;70.46
24868;16510;324;1;33.04
24869;16511;337;1;46.92
24870;16512;32;1;227.01
24871;16513;129;1;229.95
24872;16514;114;1;9.35
24873;16515;318;1;37.9
24874;16516;342;1;89.35
24875;16517;163;1;25.67
24876;16518;114;1;9.35
24877;16519;222;1;55.72
24878;16519;372;1;36.04
24879;16519;288;1;142.33
24880;16519;62;1;41.38
24881;16520;303;1;86.81
24882;16520;86;1;56.44
24883;16520;382;1;11.62
24884;16520;235;1;20.65
24885;16521;137;1;73.16
24886;16521;69;1;90.17
24887;16522;190;1;14.72
24888;16523;161;1;25.99
24889;16523;170;1;38.81
24890;16524;396;1;16.62
24891;16524;356;1;91.26
24892;16524;295;1;10.82
24893;16524;314;1;81.11
24894;16525;210;1;30.58
24895;16525;65;1;62.07
24896;16525;233;1;7.29
24897;16526;221;1;190.42
24898;16527;290;1;80.34
24899;16528;159;1;86.93
24900;16528;128;1;22.6
24901;16528;76;1;29.14
24902;16529;388;1;13.83
24903;16530;247;1;237.67
24904;16531;397;1;7.49
24905;16532;132;1;16.87
24906;16533;67;1;30.93
24907;16534;118;1;36.16
24908;16534;35;1;32.77
24909;16535;377;1;20.79
24910;16536;154;1;43.5
24911;16537;40;1;78.49
24912;16538;201;1;9.04
24913;16539;397;1;7.49
24914;16540;269;1;34.63
24915;16541;50;1;60.25
24916;16541;35;1;32.77
24917;16542;380;1;18.18
24918;16543;92;1;7.44
24919;16544;324;1;33.04
24920;16544;374;1;70.41
24921;16544;118;1;36.16
24922;16545;373;1;73.66
24923;16545;170;1;38.81
24924;16545;326;1;23.49
24925;16546;108;1;96.2
24926;16547;119;1;11.29
24927;16547;130;1;11.81
24928;16548;122;1;238.19
24929;16549;388;1;13.83
24930;16549;222;1;55.72
24931;16550;235;1;20.65
24932;16551;98;1;197.74
24933;16551;166;1;20.3
24934;16551;76;1;29.14
24935;16551;171;1;38.35
24936;16552;94;1;23.08
24937;16552;378;1;86.21
24938;16552;170;1;38.81
24939;16553;320;1;31.21
24940;16554;217;1;186.65
24941;16555;209;1;15.56
24942;16555;20;1;91.71
24943;16555;226;1;77.97
24944;16555;125;1;85.31
24945;16556;139;1;70.61
24946;16556;90;1;19.62
24947;16557;121;1;7.31
24948;16558;292;1;78.84
24949;16559;298;1;6.88
24950;16559;299;1;36.5
24951;16560;151;1;231.83
24952;16561;61;1;52.82
24953;16561;354;1;29.98
24954;16562;388;1;13.83
24955;16563;144;1;84.26
24956;16564;242;1;205.3
24957;16564;111;1;70.46
24958;16565;187;1;76.66
24959;16565;79;1;10.64
24960;16565;185;1;80.51
24961;16566;27;1;12.77
24962;16566;48;1;6.53
24963;16567;12;1;11.5
24964;16568;310;1;188.26
24965;16568;361;1;14.99
24966;16568;231;1;20.79
24967;16569;210;1;30.58
24968;16570;140;1;15.73
24969;16570;388;1;13.83
24970;16570;168;1;35.79
24971;16571;256;1;60.09
24972;16571;162;1;13.95
24973;16571;82;1;47
24974;16571;295;1;10.82
24975;16572;57;1;245.41
24976;16573;319;1;200.51
24977;16574;153;1;25.36
24978;16575;1;1;21.53
24979;16576;385;1;55.7
24980;16576;249;1;57.6
24981;16576;328;1;21.44
24982;16576;198;1;35.98
24983;16577;168;1;35.79
24984;16577;217;1;186.65
24985;16578;272;1;199.5
24986;16579;390;1;5.51
24987;16580;302;1;95.71
24988;16581;222;1;55.72
24989;16581;381;1;37.52
24990;16581;227;1;25.24
24991;16581;74;1;16.49
24992;16581;140;1;15.73
24993;16581;171;1;38.35
24994;16582;30;1;45.99
24995;16582;183;1;13.35
24996;16583;379;1;15.19
24997;16584;319;1;200.51
24998;16585;287;1;101.21
24999;16586;400;1;107.97
25000;16587;377;1;20.79
25001;16587;141;1;43.9
25002;16587;225;1;15.59
25003;16587;202;1;53.8
25004;16587;315;1;11.86
25005;16588;395;1;90.19
25006;16589;259;1;30.15
25007;16589;111;1;70.46
25008;16589;55;1;13.77
25009;16589;354;1;29.98
25010;16590;92;1;7.44
25011;16591;322;1;227.34
25012;16592;4;1;33.63
25013;16593;172;1;21.42
25014;16594;27;1;12.77
25015;16595;26;1;32.23
25016;16596;4;1;33.63
25017;16596;208;1;86.43
25018;16596;67;1;30.93
25019;16597;315;1;11.86
25020;16597;374;1;70.41
25021;16597;389;1;151.35
25022;16597;1;1;21.53
25023;16597;203;1;25.06
25024;16597;371;1;27.9
25025;16598;125;1;85.31
25026;16599;176;1;118.05
25027;16600;54;1;93.26
25028;16601;277;1;24.34
25029;16602;366;1;34.74
25030;16602;165;1;38.95
25031;16602;292;1;78.84
25032;16603;67;1;30.93
25033;16604;301;1;217.26
25034;16605;244;1;113.93
25035;16606;24;1;59.18
25036;16606;27;1;12.77
25037;16606;36;1;21.31
25038;16607;267;1;57.88
25039;16608;59;1;188.43
25040;16609;120;1;83.57
25041;16610;212;1;97.17
25042;16611;298;1;6.88
25043;16612;177;1;43.95
25044;16613;331;1;43.03
25045;16613;139;1;70.61
25046;16614;72;1;28.02
25047;16615;332;1;7.94
25048;16616;351;1;15.22
25049;16617;98;1;197.74
25050;16618;145;1;235.55
25051;16619;107;1;89.96
25052;16620;306;1;77.18
25053;16621;198;1;35.98
25054;16622;156;1;60.49
25055;16622;376;1;130.04
25056;16623;89;1;12.75
25057;16624;337;1;46.92
25058;16625;249;1;57.6
25059;16625;157;1;176.62
25060;16626;292;1;78.84
25061;16626;231;1;20.79
25062;16627;72;1;28.02
25063;16628;394;1;242.5
25064;16629;75;1;150.68
25065;16630;228;1;98.15
25066;16631;213;1;206.92
25067;16631;136;1;72.64
25068;16632;1;1;21.53
25069;16633;371;1;27.9
25070;16634;320;1;31.21
25071;16635;280;1;37.96
25072;16636;26;1;32.23
25073;16637;116;1;32.71
25074;16638;87;1;56.97
25075;16638;128;1;22.6
25076;16638;351;1;15.22
25077;16638;396;1;16.62
25078;16638;130;1;11.81
25079;16638;237;1;13.4
25080;16639;171;1;38.35
25081;16640;15;1;76.66
25082;16640;374;1;70.41
25083;16641;231;1;20.79
25084;16641;12;1;11.5
25085;16642;195;1;13.88
25086;16643;111;1;70.46
25087;16644;32;1;227.01
25088;16644;166;1;20.3
25089;16645;42;1;225.86
25090;16646;130;1;11.81
25091;16646;298;1;6.88
25092;16647;64;1;206.29
25093;16648;74;1;16.49
25094;16649;139;1;70.61
25095;16650;114;1;9.35
25096;16651;388;1;13.83
25097;16652;26;1;32.23
25098;16653;234;1;41.12
25099;16653;391;1;19.47
25100;16653;117;1;41.59
25101;16653;133;1;64.22
25102;16654;385;1;55.7
25103;16655;72;1;28.02
25104;16656;368;1;16.17
25105;16657;38;1;65.25
25106;16657;118;1;36.16
25107;16658;358;1;6.07
25108;16659;183;1;13.35
25109;16660;201;1;9.04
25110;16661;355;1;159.04
25111;16662;177;1;43.95
25112;16663;331;1;43.03
25113;16664;6;1;16.82
25114;16664;227;1;25.24
25115;16664;312;1;91.25
25116;16665;121;1;7.31
25117;16666;397;1;7.49
25118;16666;182;1;43.7
25119;16666;202;1;53.8
25120;16667;282;1;85.74
25121;16668;320;1;31.21
25122;16669;207;1;61.69
25123;16670;373;1;73.66
25124;16670;6;1;16.82
25125;16671;279;1;214.12
25126;16672;6;1;16.82
25127;16673;372;1;36.04
25128;16673;30;1;45.99
25129;16673;268;1;8.62
25130;16673;166;1;20.3
25131;16674;325;1;77.17
25132;16674;335;1;25.2
25133;16675;248;1;50.65
25134;16676;12;1;11.5
25135;16676;183;1;13.35
25136;16676;24;1;59.18
25137;16677;206;1;73.1
25138;16678;120;1;83.57
25139;16679;300;1;22.41
25140;16680;387;1;83.95
25141;16681;247;1;237.67
25142;16682;143;1;10.66
25143;16683;218;1;206.05
25144;16684;15;1;76.66
25145;16685;290;1;80.34
25146;16685;333;1;56.32
25147;16686;7;1;159.59
25148;16687;333;1;56.32
25149;16688;189;1;77.89
25150;16688;375;1;32.68
25151;16689;372;1;36.04
25152;16690;392;1;187.19
25153;16691;132;1;16.87
25154;16691;248;1;50.65
25155;16692;150;1;218.26
25156;16693;191;1;43.09
25157;16693;82;1;47
25158;16694;295;1;10.82
25159;16694;282;1;85.74
25160;16695;234;1;41.12
25161;16696;294;1;157.46
25162;16697;208;1;86.43
25163;16698;48;1;6.53
25164;16699;245;1;30.8
25165;16700;291;1;66.99
25166;16700;334;1;88.91
25167;16701;9;1;8.89
25168;16701;249;1;57.6
25169;16701;126;1;9.82
25170;16701;212;1;97.17
25171;16702;177;1;43.95
25172;16703;317;1;38.39
25173;16704;53;1;8.47
25174;16705;35;1;32.77
25175;16706;12;1;11.5
25176;16707;191;1;43.09
25177;16708;358;1;6.07
25178;16708;201;1;9.04
25179;16708;269;1;34.63
25180;16709;368;1;16.17
25181;16710;7;1;159.59
25182;16711;373;1;73.66
25183;16712;399;1;86.12
25184;16713;340;1;210.84
25185;16713;389;1;151.35
25186;16714;172;1;21.42
25187;16715;142;1;18.45
25188;16715;244;1;113.93
25189;16715;388;1;13.83
25190;16715;397;1;7.49
25191;16715;257;1;57.34
25192;16715;53;1;8.47
25193;16715;357;1;51.24
25194;16716;259;1;30.15
25195;16716;311;1;28.11
25196;16717;255;1;16.03
25197;16718;65;1;62.07
25198;16718;344;1;11.68
25199;16719;158;1;182.1
25200;16720;176;1;118.05
25201;16721;6;1;16.82
25202;16722;33;1;78.72
25203;16722;159;1;86.93
25204;16722;86;1;56.44
25205;16722;209;1;15.56
25206;16723;213;1;206.92
25207;16724;356;1;91.26
25208;16725;392;1;187.19
25209;16726;97;1;63.15
25210;16727;74;1;16.49
25211;16728;393;1;34.73
25212;16729;277;1;24.34
25213;16730;102;1;98.09
25214;16731;261;1;16.41
25215;16731;107;1;89.96
25216;16732;284;1;71.89
25217;16732;27;1;12.77
25218;16733;251;1;241.03
25219;16734;159;1;86.93
25220;16735;6;1;16.82
25221;16736;183;1;13.35
25222;16736;116;1;32.71
25223;16736;314;1;81.11
25224;16736;399;1;86.12
25225;16736;382;1;11.62
25226;16736;109;1;21.15
25227;16736;326;1;23.49
25228;16737;4;1;33.63
25229;16738;207;1;61.69
25230;16739;173;1;11.42
25231;16740;50;1;60.25
25232;16741;255;1;16.03
25233;16742;149;1;210.17
25234;16743;186;1;19.7
25235;16744;222;1;55.72
25236;16745;112;1;98.78
25237;16746;61;1;52.82
25238;16746;35;1;32.77
25239;16746;279;1;214.12
25240;16746;367;1;25.64
25241;16746;39;1;54.86
25242;16747;345;1;52.38
25243;16748;399;1;86.12
25244;16749;143;1;10.66
25245;16750;320;1;31.21
25246;16751;15;1;76.66
25247;16752;116;1;32.71
25248;16753;295;1;10.82
25249;16754;181;1;21.47
25250;16755;129;1;229.95
25251;16756;277;1;24.34
25252;16756;23;1;59.39
25253;16757;181;1;21.47
25254;16758;374;1;70.41
25255;16758;268;1;8.62
25256;16758;4;1;33.63
25257;16759;91;1;38.79
25258;16760;12;1;11.5
25259;16760;126;1;9.82
25260;16761;137;1;73.16
25261;16762;76;1;29.14
25262;16762;278;1;92.12
25263;16763;361;1;14.99
25264;16763;400;1;107.97
25265;16764;368;1;16.17
25266;16764;138;1;29.8
25267;16764;162;1;13.95
25268;16764;194;1;51.11
25269;16765;255;1;16.03
25270;16766;390;1;5.51
25271;16767;62;1;41.38
25272;16768;118;1;36.16
25273;16769;223;1;94.67
25274;16770;259;1;30.15
25275;16771;358;1;6.07
25276;16771;131;1;51.07
25277;16771;315;1;11.86
25278;16771;83;1;20.79
25279;16771;20;1;91.71
25280;16772;49;1;60.3
25281;16772;74;1;16.49
25282;16772;9;1;8.89
25283;16772;179;1;86.06
25284;16772;140;1;15.73
25285;16773;364;1;57.59
25286;16773;178;1;36.78
25287;16774;232;1;78.39
25288;16775;91;1;38.79
25289;16776;27;1;12.77
25290;16776;48;1;6.53
25291;16776;37;1;12.72
25292;16776;249;1;57.6
25293;16776;135;1;124.16
25294;16777;288;1;142.33
25295;16778;253;1;105.26
25296;16778;16;1;33.32
25297;16779;324;1;33.04
25298;16780;153;1;25.36
25299;16781;96;1;33.17
25300;16782;130;1;11.81
25301;16783;79;1;10.64
25302;16783;201;1;9.04
25303;16783;231;1;20.79
25304;16784;128;1;22.6
25305;16785;348;1;17.02
25306;16785;24;1;59.18
25307;16785;138;1;29.8
25308;16786;154;1;43.5
25309;16787;121;1;7.31
25310;16788;161;1;25.99
25311;16789;287;1;101.21
25312;16790;283;1;31.74
25313;16790;129;1;229.95
25314;16790;232;1;78.39
25315;16791;361;1;14.99
25316;16792;374;1;70.41
25317;16792;118;1;36.16
25318;16793;143;1;10.66
25319;16794;1;1;21.53
25320;16795;357;1;51.24
25321;16796;170;1;38.81
25322;16797;210;1;30.58
25323;16797;338;1;35.99
25324;16797;160;1;19.72
25325;16798;157;1;176.62
25326;16799;65;1;62.07
25327;16799;63;1;96.02
25328;16799;91;1;38.79
25329;16799;37;1;12.72
25330;16799;173;1;11.42
25331;16800;77;1;102.91
25332;16801;262;1;7.31
25333;16801;90;1;19.62
25334;16802;250;1;220.96
25335;16803;17;1;24.97
25336;16804;105;1;236.9
25337;16805;48;1;6.53
25338;16806;17;1;24.97
25339;16807;300;1;22.41
25340;16807;193;1;11.45
25341;16808;136;1;72.64
25342;16809;169;1;12.16
25343;16810;46;1;58.14
25344;16811;345;1;52.38
25345;16812;278;1;92.12
25346;16812;85;1;22.82
25347;16813;67;1;30.93
25348;16814;154;1;43.5
25349;16815;354;1;29.98
25350;16816;103;1;29.55
25351;16817;320;1;31.21
25352;16817;254;1;25.68
25353;16818;161;1;25.99
25354;16818;102;1;98.09
25355;16819;317;1;38.39
25356;16820;91;1;38.79
25357;16821;27;1;12.77
25358;16821;6;1;16.82
25359;16822;393;1;34.73
25360;16823;147;1;63.46
25361;16824;27;1;12.77
25362;16825;328;1;21.44
25363;16826;235;1;20.65
25364;16827;37;1;12.72
25365;16828;363;1;16.98
25366;16829;94;1;23.08
25367;16830;304;1;32.05
25368;16830;284;1;71.89
25369;16830;159;1;86.93
25370;16831;282;1;85.74
25371;16832;115;1;16.23
25372;16833;269;1;34.63
25373;16834;8;1;19.29
25374;16834;137;1;73.16
25375;16834;298;1;6.88
25376;16834;328;1;21.44
25377;16835;390;1;5.51
25378;16835;136;1;72.64
25379;16835;143;1;10.66
25380;16836;138;1;29.8
25381;16837;238;1;35.35
25382;16838;76;1;29.14
25383;16838;134;1;35.88
25384;16838;249;1;57.6
25385;16839;115;1;16.23
25386;16840;12;1;11.5
25387;16841;256;1;60.09
25388;16842;215;1;18.96
25389;16842;91;1;38.79
25390;16842;162;1;13.95
25391;16843;250;1;220.96
25392;16844;83;1;20.79
25393;16844;295;1;10.82
25394;16844;377;1;20.79
25395;16845;124;1;39.61
25396;16846;178;1;36.78
25397;16847;187;1;76.66
25398;16848;156;1;60.49
25399;16849;128;1;22.6
25400;16850;353;1;88.9
25401;16850;260;1;52.69
25402;16851;28;1;69.3
25403;16852;320;1;31.21
25404;16853;186;1;19.7
25405;16854;244;1;113.93
25406;16855;328;1;21.44
25407;16855;78;1;46.37
25408;16855;394;1;242.5
25409;16856;114;1;9.35
25410;16856;39;1;54.86
25411;16857;78;1;46.37
25412;16858;207;1;61.69
25413;16859;16;1;33.32
25414;16860;168;1;35.79
25415;16861;211;1;14.93
25416;16861;126;1;9.82
25417;16862;399;1;86.12
25418;16862;162;1;13.95
25419;16863;64;1;206.29
25420;16864;71;1;16.23
25421;16865;245;1;30.8
25422;16866;7;1;159.59
25423;16866;302;1;95.71
25424;16867;115;1;16.23
25425;16867;360;1;54.08
25426;16868;321;1;72.68
25427;16869;71;1;16.23
25428;16870;295;1;10.82
25429;16871;130;1;11.81
25430;16871;71;1;16.23
25431;16871;398;1;57.79
25432;16871;69;1;90.17
25433;16871;9;1;8.89
25434;16872;381;1;37.52
25435;16873;139;1;70.61
25436;16874;173;1;11.42
25437;16875;400;1;107.97
25438;16876;106;1;200.96
25439;16877;220;1;70.5
25440;16877;78;1;46.37
25441;16878;203;1;25.06
25442;16879;69;1;90.17
25443;16880;261;1;16.41
25444;16880;346;1;33.42
25445;16880;69;1;90.17
25446;16880;198;1;35.98
25447;16881;230;1;74.58
25448;16882;130;1;11.81
25449;16882;114;1;9.35
25450;16882;125;1;85.31
25451;16883;74;1;16.49
25452;16884;65;1;62.07
25453;16885;265;1;164.8
25454;16886;139;1;70.61
25455;16887;293;1;49.67
25456;16888;280;1;37.96
25457;16889;241;1;217.2
25458;16890;208;1;86.43
25459;16891;249;1;57.6
25460;16892;174;1;36.74
25461;16893;364;1;57.59
25462;16894;71;1;16.23
25463;16894;286;1;6.33
25464;16895;109;1;21.15
25465;16895;300;1;22.41
25466;16896;107;1;89.96
25467;16897;181;1;21.47
25468;16898;257;1;57.34
25469;16899;210;1;30.58
25470;16899;44;1;12.94
25471;16900;299;1;36.5
25472;16901;185;1;80.51
25473;16902;48;1;6.53
25474;16902;367;1;25.64
25475;16903;64;1;206.29
25476;16904;348;1;17.02
25477;16905;170;1;38.81
25478;16906;320;1;31.21
25479;16907;72;1;28.02
25480;16908;224;1;242.14
25481;16909;175;1;22.53
25482;16910;130;1;11.81
25483;16910;52;1;61.08
25484;16910;377;1;20.79
25485;16911;209;1;15.56
25486;16912;171;1;38.35
25487;16913;119;1;11.29
25488;16914;4;1;33.63
25489;16915;389;1;151.35
25490;16916;89;1;12.75
25491;16916;192;1;53.31
25492;16917;348;1;17.02
25493;16917;225;1;15.59
25494;16918;249;1;57.6
25495;16919;101;1;21.25
25496;16920;325;1;77.17
25497;16921;267;1;57.88
25498;16922;63;1;96.02
25499;16922;89;1;12.75
25500;16922;332;1;7.94
25501;16923;354;1;29.98
25502;16924;338;1;35.99
25503;16925;148;1;179.25
25504;16925;90;1;19.62
25505;16926;48;1;6.53
25506;16927;352;1;43.97
25507;16928;367;1;25.64
25508;16928;166;1;20.3
25509;16928;182;1;43.7
25510;16928;17;1;24.97
25511;16929;1;1;21.53
25512;16930;300;1;22.41
25513;16931;396;1;16.62
25514;16931;387;1;83.95
25515;16932;4;1;33.63
25516;16933;154;1;43.5
25517;16934;260;1;52.69
25518;16935;379;1;15.19
25519;16936;187;1;76.66
25520;16937;199;1;14.58
25521;16938;124;1;39.61
25522;16939;75;1;150.68
25523;16940;231;1;20.79
25524;16941;16;1;33.32
25525;16942;188;1;225.22
25526;16943;275;1;16.04
25527;16944;62;1;41.38
25528;16945;52;1;61.08
25529;16946;181;1;21.47
25530;16947;393;1;34.73
25531;16948;320;1;31.21
25532;16949;73;1;173.08
25533;16949;17;1;24.97
25534;16949;161;1;25.99
25535;16949;143;1;10.66
25536;16949;87;1;56.97
25537;16949;364;1;57.59
25538;16950;321;1;72.68
25539;16950;369;1;19.49
25540;16951;328;1;21.44
25541;16952;10;1;227.4
25542;16953;136;1;72.64
25543;16954;348;1;17.02
25544;16955;227;1;25.24
25545;16956;1;1;21.53
25546;16957;89;1;12.75
25547;16957;184;1;33.04
25548;16958;177;1;43.95
25549;16959;54;1;93.26
25550;16960;300;1;22.41
25551;16960;30;1;45.99
25552;16961;204;1;32.3
25553;16962;186;1;19.7
25554;16963;17;1;24.97
25555;16964;201;1;9.04
25556;16965;2;1;143.74
25557;16966;390;1;5.51
25558;16967;229;1;82.53
25559;16967;374;1;70.41
25560;16968;382;1;11.62
25561;16969;173;1;11.42
25562;16970;162;1;13.95
25563;16971;161;1;25.99
25564;16972;203;1;25.06
25565;16973;348;1;17.02
25566;16974;162;1;13.95
25567;16975;14;1;174.71
25568;16976;119;1;11.29
25569;16976;53;1;8.47
25570;16977;263;1;50.13
25571;16978;162;1;13.95
25572;16979;288;1;142.33
25573;16979;390;1;5.51
25574;16979;237;1;13.4
25575;16980;344;1;11.68
25576;16980;120;1;83.57
25577;16980;315;1;11.86
25578;16980;366;1;34.74
25579;16981;211;1;14.93
25580;16981;380;1;18.18
25581;16981;313;1;56.52
25582;16981;17;1;24.97
25583;16982;304;1;32.05
25584;16982;125;1;85.31
25585;16983;227;1;25.24
25586;16983;390;1;5.51
25587;16984;179;1;86.06
25588;16985;245;1;30.8
25589;16986;352;1;43.97
25590;16987;166;1;20.3
25591;16987;186;1;19.7
25592;16987;169;1;12.16
25593;16988;136;1;72.64
25594;16989;12;1;11.5
25595;16990;119;1;11.29
25596;16991;357;1;51.24
25597;16992;67;1;30.93
25598;16993;12;1;11.5
25599;16994;391;1;19.47
25600;16995;6;1;16.82
25601;16996;108;1;96.2
25602;16997;58;1;169.34
25603;16998;77;1;102.91
25604;16998;243;1;22.38
25605;16999;390;1;5.51
25606;17000;342;1;89.35
25607;17001;376;1;130.04
25608;17002;366;1;34.74
25609;17003;208;1;86.43
25610;17004;106;1;200.96
25611;17005;136;1;72.64
25612;17006;378;1;86.21
25613;17007;304;1;32.05
25614;17008;325;1;77.17
25615;17008;280;1;37.96
25616;17008;183;1;13.35
25617;17008;61;1;52.82
25618;17008;181;1;21.47
25619;17009;231;1;20.79
25620;17009;6;1;16.82
25621;17009;293;1;49.67
25622;17009;163;1;25.67
25623;17010;193;1;11.45
25624;17010;38;1;65.25
25625;17010;96;1;33.17
25626;17010;22;1;88.54
25627;17011;330;1;151.53
25628;17012;368;1;16.17
25629;17012;349;1;6.24
25630;17013;98;1;197.74
25631;17014;388;1;13.83
25632;17014;44;1;12.94
25633;17015;285;1;133.95
25634;17016;379;1;15.19
25635;17017;151;1;231.83
25636;17018;64;1;206.29
25637;17019;76;1;29.14
25638;17020;173;1;11.42
25639;17021;298;1;6.88
25640;17022;236;1;35
25641;17023;156;1;60.49
25642;17024;388;1;13.83
25643;17024;290;1;80.34
25644;17024;44;1;12.94
25645;17025;286;1;6.33
25646;17026;97;1;63.15
25647;17027;77;1;102.91
25648;17028;82;1;47
25649;17029;340;1;210.84
25650;17030;196;1;174.33
25651;17031;108;1;96.2
25652;17032;199;1;14.58
25653;17032;209;1;15.56
25654;17033;49;1;60.3
25655;17033;293;1;49.67
25656;17033;232;1;78.39
25657;17034;27;1;12.77
25658;17035;59;1;188.43
25659;17036;112;1;98.78
25660;17037;384;1;68.55
25661;17038;346;1;33.42
25662;17039;116;1;32.71
25663;17039;80;1;34.87
25664;17039;62;1;41.38
25665;17039;132;1;16.87
25666;17039;97;1;63.15
25667;17040;348;1;17.02
25668;17041;53;1;8.47
25669;17042;262;1;7.31
25670;17042;328;1;21.44
25671;17042;209;1;15.56
25672;17043;375;1;32.68
25673;17044;227;1;25.24
25674;17045;45;1;37.03
25675;17045;6;1;16.82
25676;17045;114;1;9.35
25677;17045;345;1;52.38
25678;17045;92;1;7.44
25679;17046;238;1;35.35
